parameter_no,no1,no2,no3,no4,no5,no6,no7,no8,no9,no10,no11,no12,no13,no14,no15,no16,no17,no18,no19,no20
#ERROR!
#ERROR!
290,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
307,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
356,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
378,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
#ERROR!
